Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
The Shadow Alphabet Puzzle,https://www.youtube.com/watch?v=KdNMTw8qv1U,0.040081,0.043241,0.000040,0.500186,214.151791,5946.206281,2024-05-31 15:01:20,0.0717,313430.0000,0.0720,4374236,313430,0,1644,315074,1378208033464
My Upside Down Map #shorts,https://www.youtube.com/watch?v=1AFocoWFKIA,0.048394,0.043025,0.000015,0.500407,370.957591,10306.370893,2022-11-29 22:31:41,0.0712,942073.0000,0.0720,13236699,942073,0,10784,952857,12612681299043
Putting a Penny on John Wilkes Booth's Grave,https://www.youtube.com/watch?v=3oFq6cqZJ3w,0.044395,0.043173,0.000021,0.500169,305.307293,8484.831043,2023-07-21 23:02:12,0.0716,638305.0000,0.0720,8911625,638305,0,3023,641328,5715274638000
Lashyknobongymofsilliatshelf,https://www.youtube.com/watch?v=Qpv89g-861M,0.042208,0.043271,0.000027,0.500517,1241.539780,34580.982930,2025-11-17 23:17:47,0.0708,490153.0000,0.0718,6926225,490153,0,7182,497335,3444654110375
I Finally Found One!,https://www.youtube.com/watch?v=ycYniNvZuoQ,0.042919,0.042908,0.000024,0.500293,417.725778,11675.895254,2024-08-19 02:29:58,0.0710,543679.0000,0.0716,7661215,543679,0,4507,548186,4199770805990
Why Did Yankee Doodle Call This Macaroni??,https://www.youtube.com/watch?v=guwSz7ieOqQ,0.043625,0.042844,0.000022,0.500289,539.087068,15100.430175,2024-11-21 20:52:41,0.0708,600361.0000,0.0714,8477242,600361,0,4915,605276,5131071128792
"An Engineer, a Biologist, and a Mathematician",https://www.youtube.com/watch?v=24QrPr6nBUQ,0.043807,0.042575,0.000021,0.500581,272.772918,7641.032095,2023-04-04 16:42:36,0.0702,621753.0000,0.0714,8852628,621753,0,10296,632049,5595294674772
Vanadium Sulfur Gold Cerium,https://www.youtube.com/watch?v=N0eQk7hMdWg,0.037869,0.042668,0.000068,0.500331,76.006035,2131.787391,2023-03-07 19:53:09,0.0706,178660.0000,0.0713,2529221,178660,0,1691,180351,456147536571
The Book Bush Was Reading on 9/11,https://www.youtube.com/watch?v=VQGHM1gSDe4,0.040942,0.042511,0.000031,0.500589,197.016894,5527.443245,2023-07-01 19:36:24,0.0701,414802.0000,0.0713,5916817,414802,0,6988,421790,2495654242430
Mirror Magic #shorts,https://www.youtube.com/watch?v=HLufirFnBFM,0.059421,0.042563,0.000008,0.500290,471.450217,13253.994129,2021-03-26 20:52:02,0.0706,1774443.0000,0.0711,25148012,1774443,0,14607,1789050,44991050868600
The Missing Cookie Illusion,https://www.youtube.com/watch?v=ZlNdLvPYhlM,0.049793,0.042438,0.000013,0.500353,449.510962,12672.093149,2023-02-21 21:25:42,0.0702,1068407.0000,0.0709,15211173,1068407,0,10749,1079156,16415228609988
Logorrhea,https://www.youtube.com/watch?v=POtic5xEus8,0.042656,0.042294,0.000024,0.500335,477.751378,13545.020959,2024-10-28 00:29:41,0.0699,554811.0000,0.0705,7940634,554811,0,5342,560153,4447969957002
"Michael, this is how you use this thing!",https://www.youtube.com/watch?v=RzJb-oo8D9k,0.039918,0.042560,0.000036,0.500305,778.391994,22077.872726,2025-10-19 12:58:58,0.0699,354520.0000,0.0705,5071723,354520,0,3103,357623,1813764794429
A 'Light-Year' Of Water,https://www.youtube.com/watch?v=zzCpwx8LEL0,0.056485,0.042182,0.000009,0.500294,750.411947,21306.672850,2023-07-18 21:56:02,0.0699,1567697.0000,0.0704,22443315,1567697,0,13190,1580887,35480344920405
"Okay, Here's The 'Reindeer'",https://www.youtube.com/watch?v=ynGb9FcH5ME,0.042634,0.041930,0.000023,0.500529,324.958574,9254.820731,2024-01-01 14:41:41,0.0692,567550.0000,0.0702,8205772,567550,0,8697,576247,4728551497684
The Fastest Way To Find Waldo,https://www.youtube.com/watch?v=7JEh43xPIxk,0.058492,0.041918,0.000008,0.500187,1333.911283,38224.142008,2024-08-26 01:16:16,0.0694,1722677.0000,0.0698,24815408,1722677,0,9293,1731970,42979542193760
The Earliest-Born Person We Have a Photograph Of #shorts,https://www.youtube.com/watch?v=SPz-3BjEUJE,0.054470,0.041721,0.000010,0.500221,562.372427,16153.891259,2022-12-01 22:07:28,0.0692,1433130.0000,0.0696,20714762,1433130,0,9173,1442303,29876963376886
The Chiliagon,https://www.youtube.com/watch?v=9N2ocVoqPj8,0.044020,0.041527,0.000020,0.500515,272.852571,7841.041660,2022-12-11 20:55:48,0.0686,684051.0000,0.0696,9976852,684051,0,10297,694348,6927407232496
The Most-Photographed Toilet In New Zealand,https://www.youtube.com/watch?v=F9QS_qbeNLU,0.038980,0.041487,0.000039,0.500411,183.574901,5292.451985,2023-12-21 01:46:48,0.0685,325849.0000,0.0694,4753609,325849,0,3919,329768,1567588132712
The Fart Limit #shorts,https://www.youtube.com/watch?v=suwg7-y70FQ,0.047939,0.041308,0.000014,0.500597,272.004122,7844.141098,2021-06-14 14:19:45,0.0682,971772.0000,0.0694,14258010,971772,0,17051,988823,14098648222230
Smoke From Fingertips,https://www.youtube.com/watch?v=O2hMIsSl93E,0.063902,0.041589,0.000007,0.500138,1070.775127,30909.291629,2023-09-16 14:17:28,0.0690,2119519.0000,0.0693,30713488,2119519,0,8464,2127983,65357780334704
The Dynamic Ebbinghaus Illusion,https://www.youtube.com/watch?v=PNbgHdDQ1fc,0.036632,0.041757,0.000071,0.500527,509.077308,14726.033591,2025-12-19 01:52:30,0.0681,169611.0000,0.0691,2491388,169611,0,2642,172253,429149057164
That Time I Shaved Off My Beard,https://www.youtube.com/watch?v=mQIdvYVw5aY,0.047686,0.041171,0.000014,0.500583,391.553483,11338.118198,2023-01-06 19:19:26,0.0679,959619.0000,0.0691,14132460,959619,0,16488,976107,13794793133220
The Forsaken Card,https://www.youtube.com/watch?v=uZy3pA8904g,0.046597,0.040216,0.000015,0.502184,787.912990,22857.757893,2024-09-28 21:20:47,0.0646,908261.0000,0.0689,14066007,908261,0,61456,969717,13640046110019
What's Inside The Forbidden Pentagon?,https://www.youtube.com/watch?v=uzrF987_FkE,0.057190,0.041375,0.000009,0.500211,1185.352897,34393.230602,2024-07-10 18:25:38,0.0685,1638692.0000,0.0689,23920247,1638692,0,10116,1648808,39439894615576
It's Like a Giant Bell IN YOUR HEAD,https://www.youtube.com/watch?v=iUdsyZtITfw,0.050615,0.041219,0.000012,0.500353,522.728875,15172.642204,2023-05-03 14:10:56,0.0682,1168908.0000,0.0689,17140075,1168908,0,12113,1181021,20242788516575
YOUR ЯOЯЯIM IMAGE,https://www.youtube.com/watch?v=MN9vsZs7jkQ,0.053006,0.041118,0.000011,0.500340,733.476048,21355.795718,2023-11-24 15:26:45,0.0680,1342920.0000,0.0687,19745934,1342920,0,13448,1356368,26782753007712
Eggbeater Jesus,https://www.youtube.com/watch?v=Pv9HuVH9BbY,0.036966,0.040980,0.000057,0.500663,204.773555,5965.529303,2024-12-20 02:04:22,0.0673,214129.0000,0.0687,3180667,214129,0,4230,218359,694527265453
Building Kepler's Obsession,https://www.youtube.com/watch?v=EbfPPuX73R4,0.040953,0.041106,0.000027,0.500316,465.835997,13598.352342,2024-12-23 03:33:20,0.0679,489315.0000,0.0685,7208657,489315,0,4575,493890,3560283605730
Ball Magic #shorts,https://www.youtube.com/watch?v=I1CIvcNwnf0,0.037084,0.040632,0.000053,0.500720,62.836744,1838.528581,2021-03-22 21:20:18,0.0669,233900.0000,0.0684,3495726,233900,0,5051,238951,835307223426
The Color Of Infinite Temperature,https://www.youtube.com/watch?v=bPWExuQLtUA,0.058224,0.040934,0.000008,0.500255,960.666129,28133.031946,2023-12-17 18:19:54,0.0678,1719125.0000,0.0683,25361840,1719125,0,12949,1732074,43928583656160
The Fastest Way To Lose,https://www.youtube.com/watch?v=HdX6dNIlCQI,0.038262,0.040847,0.000040,0.500400,340.401078,9993.960351,2025-02-26 00:28:30,0.0673,313002.0000,0.0681,4649599,313002,0,3734,316736,1472695388864
An Illusion You Can Hug,https://www.youtube.com/watch?v=_Nr4mvdkEVw,0.035681,0.041613,0.000084,0.500627,811.735834,23840.238402,2026-03-09 23:03:52,0.0668,140696.0000,0.0681,2105085,140696,0,2655,143351,301766039835
Walt Disney's Hands,https://www.youtube.com/watch?v=fWFwArI8jZQ,0.045325,0.040778,0.000017,0.500360,740.298190,21765.982871,2024-11-28 18:34:32,0.0673,812262.0000,0.0680,12068948,812262,0,8708,820970,9908244239560
A Book That Didn't Age Well,https://www.youtube.com/watch?v=VWO6lbJX-h0,0.043038,0.040806,0.000021,0.500205,422.087855,12414.429101,2024-04-24 18:30:17,0.0676,648170.0000,0.0680,9590018,648170,0,3946,652116,6253804178088
What I'm Reading #shorts,https://www.youtube.com/watch?v=TXl4q-ZEjvA,0.053365,0.040596,0.000010,0.500449,546.350678,16073.999090,2022-12-04 22:52:38,0.0671,1379407.0000,0.0680,20563587,1379407,0,18493,1397900,28745838267300
Or Is It? #shorts,https://www.youtube.com/watch?v=3cMJE3lMRL4,0.035585,0.040556,0.000088,0.500507,53.049553,1560.873723,2022-12-06 22:55:05,0.0670,133482.0000,0.0680,1993713,133482,0,2038,135520,270187985760
How Will Humans Run In The Future?,https://www.youtube.com/watch?v=nt2D_5_ZpwA,0.053562,0.040672,0.000010,0.500280,962.527372,28376.817077,2024-06-05 12:39:08,0.0673,1395088.0000,0.0678,20735891,1395088,0,11613,1406701,29169198605591
The Worst Book I've Read So Far This Year,https://www.youtube.com/watch?v=jDjJdJSvyBg,0.044780,0.040513,0.000017,0.500300,561.636124,16619.979202,2024-07-02 21:36:41,0.0670,783031.0000,0.0676,11689832,783031,0,7033,790064,9235715429248
There's Lava Inside You,https://www.youtube.com/watch?v=4Nv1qRjJMII,0.064437,0.040330,0.000007,0.500399,1111.122610,32948.506522,2023-09-26 21:53:52,0.0666,2159351.0000,0.0674,32399857,2159351,0,25889,2185240,70801463510680
Our Magnetic Top,https://www.youtube.com/watch?v=gxwOJlVJBKM,0.042694,0.040059,0.000021,0.500670,303.937480,9034.565647,2023-06-06 21:01:15,0.0659,652582.0000,0.0673,9896326,652582,0,13274,665856,6589528045056
A Better Order For The Alphabet?,https://www.youtube.com/watch?v=Rphsa1swMBI,0.035631,0.039890,0.000070,0.500568,73.786796,2205.397100,2023-02-27 21:07:39,0.0658,173250.0000,0.0669,2634083,173250,0,3008,176258,464278201414
I Finally Found This 'Banned' Empty Book,https://www.youtube.com/watch?v=dTG8VKKU4h0,0.050603,0.040095,0.000012,0.500175,582.377374,17426.027182,2023-08-02 19:14:29,0.0665,1203216.0000,0.0668,18096214,1203216,0,6333,1209549,21888257547486
Dr. Seuss's First Book,https://www.youtube.com/watch?v=P2EylRAenX0,0.038844,0.040002,0.000033,0.500333,259.793800,7779.864797,2024-05-06 20:37:45,0.0661,391135.0000,0.0668,5915818,391135,0,3959,395094,2337304196892
We Recreated The Oldest Surviving Globe,https://www.youtube.com/watch?v=Avr5K6tX1x4,0.035245,0.040268,0.000079,0.500399,412.947736,12398.859649,2025-12-04 03:11:54,0.0658,150234.0000,0.0666,2282970,150234,0,1835,152069,347168964930
Expired Soda Eating Through Metal,https://www.youtube.com/watch?v=0mb_0GL35co,0.045587,0.039726,0.000016,0.500324,354.760668,10685.608684,2023-01-20 19:56:57,0.0658,865893.0000,0.0664,13169259,865893,0,8541,874434,11515647824406
The Bezold Effect,https://www.youtube.com/watch?v=3Yqu30QHkro,0.040828,0.039877,0.000024,0.500327,801.042333,24163.457998,2025-06-30 04:05:50,0.0656,541041.0000,0.0663,8241913,541041,0,5413,546454,4503826326502
The Fold And Cut Theorem,https://www.youtube.com/watch?v=K4vTGnVgYXU,0.053470,0.039806,0.000010,0.500208,1066.049964,32158.109745,2024-08-09 19:08:24,0.0659,1409924.0000,0.0663,21400038,1409924,0,8909,1418833,30363080115654
Can Your Thumb Do This?,https://www.youtube.com/watch?v=LR3RwzSVmQc,0.050526,0.039322,0.000012,0.500524,569.993154,17297.190036,2023-06-19 19:54:08,0.0649,1214337.0000,0.0659,18723022,1214337,0,19619,1233956,23103385335032
I Found A Wild Ambigram!,https://www.youtube.com/watch?v=-UgtKlbzers,0.036950,0.040469,0.000043,0.500300,1732.966898,52695.199206,2026-03-13 22:59:19,0.0652,289509.0000,0.0658,4442354,289509,0,2678,292187,1297998088198
Mnemonics,https://www.youtube.com/watch?v=d9PKYi0l1oo,0.035205,0.039278,0.000065,0.500724,274.249817,8346.940122,2025-06-22 00:56:04,0.0643,187309.0000,0.0657,2914933,187309,0,4238,191547,558346671351
The 13 Trick,https://www.youtube.com/watch?v=d4xzmMuJTWs,0.046570,0.039477,0.000015,0.500312,1382.076681,42119.041253,2025-06-24 17:26:29,0.0650,948753.0000,0.0656,14595678,948753,0,9119,957872,13980791277216
If Numbers Were Alphabetized,https://www.youtube.com/watch?v=C78GiUCKF9g,0.051333,0.039354,0.000011,0.500171,573.020786,17467.079042,2023-05-16 19:36:19,0.0653,1272810.0000,0.0656,19501012,1272810,0,6680,1279490,24951349843880
Phrases That Sound Alike,https://www.youtube.com/watch?v=LmpWt-sUCcY,0.048513,0.039190,0.000013,0.500493,700.804090,21366.768320,2024-04-12 21:51:46,0.0646,1082797.0000,0.0656,16759019,1082797,0,16553,1099350,18424027537650
Abraham Lincoln Simulator,https://www.youtube.com/watch?v=rwNYwOLtJ4k,0.043592,0.039359,0.000018,0.500231,649.966956,19833.484328,2024-11-04 20:03:41,0.0651,746596.0000,0.0655,11472179,746596,0,5317,751913,8626080528427
My Weirdest Dice,https://www.youtube.com/watch?v=cdu6sOgI9Dc,0.037761,0.039642,0.000036,0.500342,1048.724509,32051.175011,2025-12-16 21:57:29,0.0648,355621.0000,0.0654,5491833,355621,0,3767,359388,1973698878204
The Straw That Sucks Itself,https://www.youtube.com/watch?v=fLmdtn8w7fk,0.035280,0.039363,0.000062,0.500538,466.777971,14281.884203,2025-11-04 03:48:48,0.0643,196571.0000,0.0654,3057777,196571,0,3304,199875,611173177875
The Contradiction In The U.S. Constitution,https://www.youtube.com/watch?v=n2x7d5hAmXs,0.043727,0.039012,0.000018,0.500577,545.232200,16682.665137,2024-06-21 13:19:20,0.0642,765586.0000,0.0654,11923194,765586,0,13774,779360,9292460475840
Some Words Of Wisdom,https://www.youtube.com/watch?v=FzFDitjyD0U,0.072126,0.038952,0.000006,0.500527,1401.092872,42928.043825,2023-10-09 16:43:01,0.0642,2675749.0000,0.0653,41664420,2675749,0,43951,2719700,113314723074000
What's In The Winter Box #shorts,https://www.youtube.com/watch?v=its69TzX6Iw,0.033895,0.038991,0.000115,0.500362,30.912454,947.490096,2021-12-03 15:29:39,0.0645,100596.0000,0.0653,1559204,100596,0,1143,101739,158631855756
A trick that always works...,https://www.youtube.com/watch?v=Tx4qr9x1MrI,0.034995,0.039071,0.000070,0.500181,112.695329,3462.897809,2024-04-22 20:42:44,0.0647,173557.0000,0.0651,2681660,173557,0,984,174541,468059618060
Leaving On Halley's Comet,https://www.youtube.com/watch?v=JsmE6OzVBm4,0.037103,0.038933,0.000039,0.500261,218.623497,6734.398336,2024-05-21 17:54:25,0.0644,323337.0000,0.0649,5020592,323337,0,2636,325973,1636577436016
Win A Trip to Vsauce HQ! REGISTER TO VOTE! #shorts,https://www.youtube.com/watch?v=Wry_BHa6pbY,0.032647,0.038303,0.000191,0.500803,21.977774,681.197880,2022-10-05 21:14:08,0.0629,57390.0000,0.0645,912380,57390,0,1482,58872,53713635360
The Last Photograph We Took Of Earth,https://www.youtube.com/watch?v=YKax1HA4vHg,0.055026,0.038338,0.000009,0.500360,1303.493555,40748.468077,2024-10-16 22:47:35,0.0633,1539655.0000,0.0640,24339507,1539655,0,17526,1557181,37901017849767
The Assassin's Water Bottle,https://www.youtube.com/watch?v=UWs3PWhVV70,0.048661,0.038254,0.000012,0.500246,890.975453,27956.776449,2024-09-10 01:08:12,0.0632,1121401.0000,0.0637,17730560,1121401,0,8735,1130136,20037944156160
I 🟥 Quadrilaterals,https://www.youtube.com/watch?v=asTywgpiSkQ,0.051302,0.038077,0.000011,0.500342,640.686081,20134.329442,2023-08-17 19:39:00,0.0630,1297310.0000,0.0636,20606317,1297310,0,14099,1311409,27023309570653
Eggshell Magic,https://www.youtube.com/watch?v=HAAJXCeNHhs,0.039884,0.038069,0.000024,0.500269,301.597776,9493.768271,2023-12-06 14:40:23,0.0630,545826.0000,0.0635,8664481,545826,0,4679,550505,4769840112905
What's Inside A Flame?,https://www.youtube.com/watch?v=4sG9FhwCBTo,0.045929,0.038112,0.000015,0.500237,806.757413,25419.289461,2024-10-24 00:42:16,0.0630,945214.0000,0.0635,15003261,945214,0,7132,952346,14288295600306
Euler's Disk,https://www.youtube.com/watch?v=Q8M3Il0Zv68,0.052047,0.037749,0.000010,0.500858,1358.188734,42813.586332,2025-01-12 18:59:33,0.0617,1346478.0000,0.0634,21812209,1346478,0,37432,1383910,30186134157190
Spin Blow,https://www.youtube.com/watch?v=d4sDd4RN37o,0.033252,0.037443,0.000082,0.501244,96.272391,3035.036421,2024-04-10 20:33:31,0.0609,145461.0000,0.0634,2386765,145461,0,5956,151417,361396796005
How Old Is The Water You Drink?,https://www.youtube.com/watch?v=iZK3zEVGGWo,0.056466,0.037749,0.000009,0.500310,674.369287,21378.307300,2023-01-23 22:28:30,0.0625,1641733.0000,0.0631,26280871,1641733,0,16303,1658036,43574630229356
O.J.'s 'Confession',https://www.youtube.com/watch?v=jwOl_V8ZL1k,0.060284,0.037722,0.000008,0.500340,769.261099,24391.706316,2023-01-10 21:28:58,0.0624,1890796.0000,0.0631,30303416,1890796,0,20610,1911406,57922131162896
History Is Accumulating,https://www.youtube.com/watch?v=hIMIsbLodzM,0.055081,0.037674,0.000009,0.500517,1391.112612,44152.877641,2024-11-17 00:45:25,0.0620,1549494.0000,0.0630,25000646,1549494,0,25882,1575376,39385417692896
EGG DICE,https://www.youtube.com/watch?v=pd3r93I5DNw,0.032526,0.039182,0.000110,0.500963,1099.650253,34961.920344,2026-04-17 17:55:59,0.0610,105545.0000,0.0629,1731086,105545,0,3349,108894,188504878884
The Helix Puzzle,https://www.youtube.com/watch?v=I21BSP_LgRg,0.035268,0.037685,0.000047,0.500286,382.025559,12200.296943,2025-06-17 01:46:03,0.0620,268125.0000,0.0626,4321187,268125,0,2491,270616,1169382341192
The Ultimate Desert Island Book 🔥,https://www.youtube.com/watch?v=543gNct7rXc,0.034324,0.037803,0.000058,0.500407,541.172779,17296.591237,2025-11-19 14:57:56,0.0618,212181.0000,0.0626,3435745,212181,0,2812,214993,738661124785
I Got The Terrible Maps Book,https://www.youtube.com/watch?v=wG27fUgUe60,0.044244,0.037514,0.000016,0.500218,580.909794,18584.577542,2024-05-28 11:31:02,0.0621,852339.0000,0.0625,13729929,852339,0,5990,858329,11784796228641
Why Does Earth Look 'Drippy'?,https://www.youtube.com/watch?v=4bmrcZHi-0s,0.056983,0.037444,0.000009,0.500310,1222.565303,39137.190758,2024-07-12 17:35:58,0.0619,1678929.0000,0.0625,27142713,1678929,0,16835,1695764,46027635567732
There Are Cathedrals Everywhere,https://www.youtube.com/watch?v=OFVa1LelZN4,0.038973,0.037469,0.000026,0.500313,498.746288,15974.657351,2025-01-01 23:05:23,0.0618,513775.0000,0.0624,8311592,513775,0,5218,518993,4313658066856
Thin Film Interference,https://www.youtube.com/watch?v=XJ4wul0qEuQ,0.037613,0.037471,0.000031,0.500229,343.114523,10994.713785,2024-09-21 07:09:18,0.0620,424343.0000,0.0624,6849295,424343,0,3151,427494,2928032516730
The Most Irresponsible Thing I Own,https://www.youtube.com/watch?v=OEYqWMHyhtM,0.075743,0.037226,0.000005,0.500427,1179.243008,37835.225206,2023-01-12 23:10:50,0.0615,2885161.0000,0.0623,46926834,2885161,0,40056,2925217,137271172572978
Popcorn On The Cob,https://www.youtube.com/watch?v=dzQgiEOjflE,0.044065,0.037388,0.000016,0.500178,406.243095,13034.907695,2023-07-27 20:13:49,0.0620,843720.0000,0.0623,13613889,843720,0,4854,848574,11552392244286
How To Play Super Tic-Tac-Toe,https://www.youtube.com/watch?v=_Na3a1ZrX7c,0.066512,0.037364,0.000006,0.500201,1140.305571,36600.460325,2023-08-26 15:25:32,0.0619,2298991.0000,0.0623,37135484,2298991,0,14957,2313948,85929578930832
The Baker Test,https://www.youtube.com/watch?v=4qvb902Dhkk,0.054842,0.037305,0.000009,0.500222,636.715755,20453.146568,2023-02-01 23:25:24,0.0618,1542866.0000,0.0623,24958662,1542866,0,11082,1553948,38784462897576
The Very First Apple Watch (1995),https://www.youtube.com/watch?v=0aZNQ1WbR8A,0.039080,0.037065,0.000025,0.500196,227.637389,7363.310545,2023-03-16 18:21:52,0.0614,532671.0000,0.0618,8670265,532671,0,3412,536083,4647981671995
Macaroni Universe,https://www.youtube.com/watch?v=G3mWzKhLl8s,0.055476,0.036693,0.000009,0.500264,1133.692956,37059.005414,2024-06-28 22:03:43,0.0607,1589972.0000,0.0612,26213370,1589972,0,13843,1603815,42041396006550
PopularJokes From 117 Years Ago,https://www.youtube.com/watch?v=zuhtkPLQ-zg,0.038939,0.036458,0.000024,0.500528,271.187354,8872.609156,2023-08-15 20:39:27,0.0601,546524.0000,0.0611,9097973,546524,0,9626,556150,5059837683950
This Is A Light-Nanosecond!,https://www.youtube.com/watch?v=78VvWv6G3z0,0.052390,0.036268,0.000010,0.500249,1025.600603,33930.090247,2024-07-17 22:05:40,0.0600,1400277.0000,0.0605,23355441,1400277,0,11646,1411923,32976084323043
Would You Like A TRIPLE Entendre?,https://www.youtube.com/watch?v=UrM6ugyzeC8,0.032828,0.036472,0.000066,0.500423,524.049766,17389.242872,2025-12-10 21:32:46,0.0594,183269.0000,0.0603,3084207,183269,0,2624,185893,573332491851
Hexagonal Pythagoras,https://www.youtube.com/watch?v=2Kue118zBBU,0.035322,0.036099,0.000038,0.500195,225.260006,7491.354487,2024-05-16 19:32:57,0.0597,335883.0000,0.0601,5621858,335883,0,2207,338090,1900693971220
Let's Cut Mount Everest In Half,https://www.youtube.com/watch?v=7VYXHiLAIK4,0.046045,0.035902,0.000014,0.500264,424.800531,14169.034039,2023-02-23 19:21:16,0.0594,1009221.0000,0.0600,16980939,1009221,0,8986,1018207,17290110956373
The Body Deck,https://www.youtube.com/watch?v=I7WS9dLezCk,0.050399,0.035925,0.000011,0.500236,1042.959788,34857.002556,2024-09-25 01:31:48,0.0594,1281387.0000,0.0598,21583349,1281387,0,10207,1291594,27876924068306
